Date;Close;Open;High;Low;Volume;Variation;return;volatility;lag1;lag2;vol_lag1;vol_lag2;ret_abs;ret_sq;ma5;ma20;std5;std20
2022-10-18;912.71;915.22;915.31;911.16;;-0.27;-0.002746277568116111;0.0077408738097275295;-0.007326518617563582;-0.009725319648647738;0.007740400252214477;0.00787939553762463;0.002746277568116111;7.542040481137742e-06;924.7940000000001;951.0260000000001;0.00400345045631826;0.0077408738097275295
2022-10-19;910.67;912.71;913.78;907.0;;-0.22;-0.0022376036275136148;0.007617288397706576;-0.002746277568116111;-0.007326518617563582;0.0077408738097275295;0.007740400252214477;0.0022376036275136148;5.0068699938620874e-06;918.302;947.3639999999999;0.0045870040243415336;0.007617288397706576
2022-10-20;890.0;910.67;913.61;887.87;;-2.27;-0.022959129611794825;0.008617361843543728;-0.0022376036275136148;-0.002746277568116111;0.007617288397706576;0.0077408738097275295;0.022959129611794825;0.000527121632531194;910.11;942.6049999999999;0.008411643295103204;0.008617361843543728
2022-10-21;878.62;890.0;890.0;878.34;;-1.28;-0.012868967956224348;0.008627315590070354;-0.022959129611794825;-0.0022376036275136148;0.008617361843543728;0.007617288397706576;0.012868967956224348;0.00016561033625832908;901.4440000000001;937.1904999999999;0.008594995175883288;0.008627315590070354
2022-10-24;868.44;878.62;883.85;868.25;;-1.16;-0.011653996103924502;0.008395065791243944;-0.012868967956224348;-0.022959129611794825;0.008627315590070354;0.008617361843543728;0.011653996103924502;0.0001358156251902875;892.0880000000001;931.0675000000001;0.008522922044314396;0.008395065791243944
2022-10-25;873.32;868.44;880.92;866.76;;0.56;0.005603542128879117;0.008822405423634916;-0.011653996103924502;-0.012868967956224348;0.008395065791243944;0.008627315590070354;0.005603542128879117;3.139968439012311e-05;884.21;925.5525;0.010905355553085935;0.008822405423634916
2022-10-26;858.44;873.32;875.05;858.44;;-1.7;-0.017185252241634752;0.009115574693472185;0.005603542128879117;-0.011653996103924502;0.008822405423634916;0.008395065791243944;0.017185252241634752;0.00029533289460861227;873.7639999999999;919.826;0.010695484905733042;0.009115574693472185
2022-10-27;868.9;858.44;869.2;855.84;;1.22;0.01211125529187931;0.009275227639239166;-0.017185252241634752;0.005603542128879117;0.009115574693472185;0.008822405423634916;0.01211125529187931;0.0001466825047450746;869.5440000000001;915.6475;0.012842353904876229;0.009275227639239166
2022-10-28;866.87;868.9;875.69;866.61;;-0.23;-0.002339020636966496;0.009119899217285688;0.01211125529187931;-0.017185252241634752;0.009275227639239166;0.009115574693472185;0.002339020636966496;5.471017540155152e-06;867.1940000000001;911.9350000000001;0.012025480376843043;0.009119899217285688
2022-10-31;864.58;866.87;869.6;862.44;;-0.26;-0.002645183326413839;0.009125785889140675;-0.002339020636966496;0.01211125529187931;0.009119899217285688;0.009275227639239166;0.002645183326413839;6.996994830337782e-06;866.4220000000001;908.2970000000001;0.010976273264836649;0.009125785889140675
2022-11-01;874.97;864.58;875.33;864.46;;1.2;0.011945760173780363;0.009801285713165011;-0.002645183326413839;-0.002339020636966496;0.009125785889140675;0.009119899217285688;0.011945760173780363;0.00014270118612947705;866.7520000000001;905.301;0.012211388351260136;0.009801285713165011
